shipment_id,order_id,courier_partner,warehouse_location,dispatch_date,delivery_date,delivery_status,estimated_days
11076,11076,Xpressbees,Lucknow,2025-12-18,2025-12-22,Delivered Late,3
11077,11077,DTDC,Kolkata,2026-05-03,2026-05-09,Delivered,7
11078,11078,Ecom Express,Hyderabad,2026-02-04,2026-02-09,Delivered,5
11079,11079,Xpressbees,Kolkata,2026-03-25,2026-03-29,Delivered Late,4
11080,11080,Xpressbees,Bhubaneswar,2025-12-02,2025-12-07,Delivered,5
11081,11081,Ecom Express,Chennai,2026-02-02,2026-02-06,Delivered Late,3
11082,11082,Bluedart,Vadodara,2024-07-03,2024-07-05,Delivered,2
11083,11083,Xpressbees,Hyderabad,2025-05-28,2025-06-02,Delivered,6
11084,11084,Delhivery,Ahmedabad,2025-01-20,2025-01-25,Delivered Late,4
11085,11085,Bluedart,Delhi,2025-11-07,,In Transit,7
11086,11086,Bluedart,Jaipur,,,Not Shipped,7
11087,11087,Delhivery,Thiruvananthapuram,2026-04-01,2026-04-05,Delivered Late,3
11088,11088,Bluedart,Patna,2026-02-27,2026-03-02,Delivered,4
11089,11089,Ekart Logistics,Thiruvananthapuram,2025-06-27,2025-07-02,Delivered,5
11090,11090,Ekart Logistics,Indore,2025-11-10,2025-11-15,Delivered Late,4
11091,11091,Bluedart,Coimbatore,2025-11-12,2025-11-19,Delivered,7
11092,11092,Ecom Express,Bhubaneswar,2025-09-20,2025-09-26,Delivered Late,6
11093,11093,Bluedart,Kochi,2025-04-27,2025-05-05,Delivered Late,6
11094,11094,Bluedart,Thiruvananthapuram,2025-08-22,2025-08-27,Delivered,6
11095,11095,Ecom Express,Mysuru,2026-05-23,2026-05-30,Delivered,7
11096,11096,Ecom Express,Surat,2024-09-21,2024-09-29,Delivered Late,7
11097,11097,Ekart Logistics,Kolkata,2026-05-11,2026-05-19,Delivered Late,7
11098,11098,Ekart Logistics,Patna,2025-08-22,2025-08-24,Delivered,3
11099,11099,Ecom Express,Mumbai,2025-06-17,2025-06-21,Delivered Late,3
11100,11100,Ekart Logistics,Kolkata,2026-02-20,2026-02-27,Delivered,7
11101,11101,DTDC,Chandigarh,2025-01-15,2025-01-17,Delivered,3
11102,11102,Ecom Express,Mumbai,2025-12-16,2025-12-19,Returned,3
11103,11103,Bluedart,Nashik,2025-11-16,2025-11-20,Delivered,4
11104,11104,DTDC,Pune,,,Not Shipped,4
11105,11105,Delhivery,Vadodara,,,Processing,5
11106,11106,Bluedart,Delhi,2025-12-24,2025-12-29,Delivered Late,5
11107,11107,DTDC,Coimbatore,,,Processing,7
11108,11108,Ecom Express,Lucknow,2025-08-01,2025-08-08,Delivered Late,5
11109,11109,DTDC,Indore,2026-02-15,2026-02-22,Delivered,7
11110,11110,Ekart Logistics,Guwahati,2025-09-02,2025-09-10,Delivered Late,6
11111,11111,DTDC,Jaipur,2025-10-20,2025-10-26,Delivered,6
11112,11112,DTDC,Ahmedabad,2026-06-11,2026-06-13,Delivered Late,2
11113,11113,DTDC,Ahmedabad,2025-12-29,2025-12-31,Returned,2
11114,11114,Bluedart,Indore,2026-07-02,2026-07-08,Delivered,6
11115,11115,DTDC,Kochi,2025-08-20,2025-08-22,Delivered,3
11116,11116,Delhivery,Mysuru,2025-04-27,2025-05-02,Delivered,6
11117,11117,DTDC,Mumbai,,,Not Shipped,6
11118,11118,Ekart Logistics,Kanpur,2026-02-22,2026-02-28,Delivered Late,4
11119,11119,Bluedart,Amritsar,2024-11-29,2024-12-04,Delivered,6
11120,11120,DTDC,Ahmedabad,2025-11-12,2025-11-22,Delivered Late,7
11121,11121,DTDC,Patna,,,Not Shipped,5
11122,11122,Ekart Logistics,Kolkata,2025-04-16,2025-04-21,Delivered Late,4
11123,11123,Xpressbees,Amritsar,2025-08-20,2025-08-25,Delivered,5
11124,11124,Ecom Express,Thiruvananthapuram,2025-06-25,2025-07-01,Delivered,6
11125,11125,DTDC,Ranchi,2025-03-20,2025-03-24,Delivered,5
11126,11126,Delhivery,Coimbatore,,,Processing,4
11127,11127,Bluedart,Nashik,2025-11-01,2025-11-05,Delivered Late,4
11128,11128,Ekart Logistics,Guwahati,2025-09-05,2025-09-11,Delivered Late,4
11129,11129,Ecom Express,Pune,2025-07-06,2025-07-15,Delivered Late,7
11130,11130,Ecom Express,Chandigarh,2026-05-29,2026-05-31,Delivered,3
11131,11131,Delhivery,Pune,2026-05-30,2026-06-06,Delivered Late,4
11132,11132,Bluedart,Vadodara,2026-04-28,2026-05-05,Delivered Late,4
11133,11133,DTDC,Bhopal,2025-11-30,2025-12-04,Delivered,5
11134,11134,Xpressbees,Kanpur,2025-08-27,2025-09-02,Delivered Late,5
11135,11135,Ecom Express,Kanpur,2025-03-18,2025-03-25,Delivered,7
11136,11136,Ecom Express,Hyderabad,2025-09-04,2025-09-08,Delivered,4
11137,11137,Ecom Express,Amritsar,,,Not Shipped,6
11138,11138,Ecom Express,Bhubaneswar,,,Processing,3
11139,11139,Bluedart,Pune,2024-08-26,2024-08-28,Delivered,2
11140,11140,Ekart Logistics,Pune,2026-02-14,2026-02-20,Delivered Late,4
11141,11141,Ecom Express,Bengaluru,,,Not Shipped,2
11142,11142,Delhivery,Mumbai,2024-12-16,2024-12-23,Delivered Late,7
11143,11143,Delhivery,Vadodara,2026-01-24,2026-01-30,Delivered Late,3
11144,11144,Delhivery,Chandigarh,2025-01-10,2025-01-14,Delivered,4
11145,11145,Bluedart,Kolkata,2026-04-24,2026-04-27,Delivered,4
11146,11146,Delhivery,Vadodara,2025-07-07,2025-07-13,Delivered,6
11147,11147,Ekart Logistics,Bhopal,2025-10-10,2025-10-11,Delivered,2
11148,11148,Delhivery,Mumbai,2026-01-26,2026-01-30,Delivered Late,3
11149,11149,Ecom Express,Nashik,2026-04-26,2026-05-02,Delivered,7
11150,11150,Delhivery,Ranchi,2026-05-30,2026-06-03,Delivered,5
11151,11151,DTDC,Kolkata,2026-04-26,2026-05-02,Delivered Late,5
11152,11152,Delhivery,Surat,2026-04-15,,In Transit,3
11153,11153,Ekart Logistics,Mysuru,2025-11-24,2025-11-25,Delivered,2
11154,11154,Bluedart,Kochi,2025-10-21,2025-10-30,Delivered Late,7
11155,11155,Delhivery,Kochi,,,Processing,5
11156,11156,Delhivery,Mumbai,2025-03-06,2025-03-11,Delivered,6
11157,11157,Bluedart,Chandigarh,2025-08-10,2025-08-11,Delivered,2
11158,11158,Bluedart,Chennai,2025-05-18,2025-05-24,Delivered Late,5
11159,11159,Ecom Express,Bhubaneswar,2025-01-08,2025-01-12,Delivered,5
11160,11160,Delhivery,Patna,2026-05-12,2026-05-15,Delivered,4
11161,11161,Delhivery,Mysuru,2026-03-20,2026-03-27,Delivered Late,6
11162,11162,Ekart Logistics,Nashik,2026-04-03,2026-04-09,Delivered,7
11163,11163,Bluedart,Mumbai,2026-05-09,2026-05-14,Delivered,5
11164,11164,DTDC,Mumbai,2024-12-15,2024-12-17,Delivered Late,2
11165,11165,DTDC,Pune,2025-12-10,2025-12-12,Delivered,3
11166,11166,Ecom Express,Lucknow,2026-01-11,2026-01-13,Delivered Late,2
11167,11167,Delhivery,Kochi,2024-11-16,2024-11-23,Delivered Late,5
11168,11168,Delhivery,Vadodara,2025-12-07,2025-12-15,Delivered Late,5
11169,11169,Xpressbees,Vadodara,,,Not Shipped,6
11170,11170,DTDC,Hyderabad,2026-04-26,2026-04-30,Delivered,5
11171,11171,Bluedart,Delhi,2025-09-04,2025-09-08,Delivered,5
11172,11172,Ekart Logistics,Chennai,2025-11-14,2025-11-21,Delivered,7
11173,11173,Xpressbees,Vadodara,2025-10-31,2025-11-03,Delivered,4
11174,11174,DTDC,Hyderabad,2025-11-21,2025-11-24,Delivered Late,2
11175,11175,Bluedart,Delhi,2025-08-06,2025-08-13,Delivered,7
11176,11176,Delhivery,Pune,2025-12-29,2026-01-02,Delivered,4
11177,11177,Bluedart,Indore,,,Not Shipped,3
11178,11178,DTDC,Ranchi,2026-05-06,2026-05-09,Delivered,4
11179,11179,Bluedart,Nashik,2026-04-19,2026-04-26,Delivered Late,6
11180,11180,Bluedart,Amritsar,2026-03-25,2026-03-28,Returned,2
11181,11181,Bluedart,Kolkata,,,Processing,2
11182,11182,Ecom Express,Bengaluru,2025-09-03,2025-09-08,Delivered,6
11183,11183,Delhivery,Kolkata,2025-02-20,2025-02-25,Delivered,5
11184,11184,Xpressbees,Bhubaneswar,2025-06-30,2025-07-08,Delivered Late,7
11185,11185,Xpressbees,Mysuru,2026-07-08,2026-07-12,Returned,3
11186,11186,DTDC,Kochi,2026-04-10,2026-04-15,Delivered,5
11187,11187,Xpressbees,Indore,2026-04-02,2026-04-06,Delivered,5
11188,11188,Ekart Logistics,Kanpur,2025-10-20,2025-10-23,Delivered,3
11189,11189,Ekart Logistics,Mysuru,,,Not Shipped,2
11190,11190,Xpressbees,Ranchi,2024-10-17,2024-10-20,Delivered,3
11191,11191,Xpressbees,Bhubaneswar,2026-01-08,2026-01-10,Delivered,3
11192,11192,Ekart Logistics,Coimbatore,2025-10-05,2025-10-10,Delivered Late,4
11193,11193,Ecom Express,Chandigarh,,,Not Shipped,6
11194,11194,Ekart Logistics,Lucknow,2026-03-05,,In Transit,7
11195,11195,Ecom Express,Thiruvananthapuram,2025-11-23,2025-11-28,Delivered,5
11196,11196,DTDC,Coimbatore,2025-01-29,2025-02-02,Delivered,5
11197,11197,Ecom Express,Indore,2025-10-26,2025-11-01,Delivered Late,5
11198,11198,Delhivery,Kochi,2025-12-01,2025-12-10,Delivered Late,6
11199,11199,Ekart Logistics,Coimbatore,,,Not Shipped,4
11200,11200,Xpressbees,Chandigarh,2025-07-24,2025-07-26,Delivered,2
11201,11201,Ekart Logistics,Chennai,2026-06-09,2026-06-16,Delivered Late,5
11202,11202,Delhivery,Bhubaneswar,2026-07-05,2026-07-11,Delivered Late,4
11203,11203,Ecom Express,Delhi,2025-02-06,2025-02-11,Delivered Late,4
11204,11204,Ecom Express,Kanpur,2026-02-09,2026-02-13,Returned,4
11205,11205,Ecom Express,Kolkata,2026-06-24,2026-06-27,Delivered Late,2
11206,11206,Ecom Express,Pune,2025-03-18,2025-03-25,Delivered,7
11207,11207,Ecom Express,Amritsar,2026-03-31,2026-04-06,Delivered Late,4
11208,11208,Ecom Express,Kochi,2025-07-16,2025-07-20,Delivered,5
11209,11209,DTDC,Bhubaneswar,2025-02-02,2025-02-08,Delivered,6
11210,11210,DTDC,Kanpur,2026-04-01,2026-04-09,Delivered Late,7
11211,11211,Delhivery,Thiruvananthapuram,2026-06-16,2026-06-23,Delivered Late,6
11212,11212,Delhivery,Amritsar,2026-02-21,2026-02-26,Delivered,6
11213,11213,DTDC,Kolkata,,,Not Shipped,6
11214,11214,DTDC,Mumbai,2026-05-16,2026-05-23,Delivered,7
11215,11215,DTDC,Mumbai,2026-03-01,2026-03-06,Delivered,6
11216,11216,Ekart Logistics,Mysuru,2026-03-01,2026-03-03,Delivered Late,2
11217,11217,Xpressbees,Jaipur,2025-10-06,2025-10-11,Delivered,6
11218,11218,Ecom Express,Amritsar,2024-12-24,2024-12-30,Delivered,7
11219,11219,DTDC,Bengaluru,2024-10-30,2024-11-05,Delivered Late,5
11220,11220,Ecom Express,Chandigarh,2025-07-14,2025-07-20,Delivered,7
11221,11221,Ecom Express,Bhopal,2025-08-11,2025-08-17,Delivered Late,4
11222,11222,Xpressbees,Kanpur,2025-12-03,2025-12-08,Delivered Late,5
11223,11223,Bluedart,Mumbai,,,Processing,2
11224,11224,Xpressbees,Mumbai,2026-08-01,2026-08-08,Delivered,7
11225,11225,DTDC,Coimbatore,2026-03-07,2026-03-10,Delivered,3
11226,11226,Ekart Logistics,Indore,2026-05-05,2026-05-12,Delivered,7
11227,11227,Xpressbees,Bengaluru,2026-03-10,2026-03-13,Delivered Late,2
11228,11228,Ecom Express,Ranchi,2025-07-13,2025-07-22,Delivered Late,6
11229,11229,Xpressbees,Indore,2024-10-25,2024-11-01,Delivered,7
11230,11230,DTDC,Pune,2026-06-15,2026-06-20,Delivered Late,4
11231,11231,DTDC,Thiruvananthapuram,2026-01-08,2026-01-14,Delivered,6
11232,11232,DTDC,Kochi,2025-10-27,2025-11-03,Returned,7
11233,11233,DTDC,Pune,2025-10-19,2025-10-21,Delivered,2
11234,11234,Ekart Logistics,Coimbatore,2026-02-22,2026-02-25,Delivered,4
11235,11235,Delhivery,Ahmedabad,2025-09-01,,In Transit,4
11236,11236,Xpressbees,Amritsar,2026-02-27,2026-03-01,Delivered,2
11237,11237,Bluedart,Bengaluru,2025-04-01,2025-04-08,Delivered,7
11238,11238,Bluedart,Bhubaneswar,2025-08-24,2025-08-27,Delivered Late,3
11239,11239,Xpressbees,Indore,2026-05-31,2026-06-03,Delivered,3
11240,11240,Delhivery,Patna,2026-05-29,2026-05-31,Delivered,3
11241,11241,DTDC,Coimbatore,2026-05-28,2026-06-01,Delivered Late,3
11242,11242,Ecom Express,Bhopal,2026-03-15,2026-03-22,Delivered,7
11243,11243,Ecom Express,Chandigarh,2025-07-19,2025-07-21,Delivered Late,2
11244,11244,Ecom Express,Delhi,2025-09-20,2025-09-22,Delivered,3
11245,11245,Bluedart,Bhubaneswar,2025-04-14,2025-04-16,Delivered,3
11246,11246,Delhivery,Bhopal,2026-03-10,2026-03-15,Delivered Late,2
11247,11247,DTDC,Guwahati,2026-03-23,2026-03-30,Delivered,7
11248,11248,DTDC,Amritsar,2025-04-26,,In Transit,3
11249,11249,DTDC,Guwahati,2026-06-06,2026-06-09,Delivered,4
11250,11250,Ekart Logistics,Jaipur,2026-03-27,2026-04-05,Delivered Late,7
11251,11251,Ecom Express,Pune,,,Processing,4
11252,11252,Bluedart,Kolkata,,,Not Shipped,2
11253,11253,Delhivery,Bengaluru,2025-10-28,2025-11-03,Delivered,7
11254,11254,DTDC,Hyderabad,2025-01-19,2025-01-24,Delivered,5
11255,11255,Delhivery,Lucknow,2025-06-24,2025-07-01,Delivered,7
11256,11256,Delhivery,Delhi,2026-01-09,2026-01-19,Delivered Late,7
11257,11257,Delhivery,Jaipur,2026-01-26,2026-01-27,Delivered,2
11258,11258,Xpressbees,Hyderabad,2026-04-05,2026-04-11,Delivered Late,6
11259,11259,DTDC,Surat,2026-04-17,2026-04-22,Delivered,6
11260,11260,Bluedart,Bhopal,2025-01-09,2025-01-12,Delivered,4
11261,11261,Ekart Logistics,Chennai,,,Not Shipped,5
11262,11262,Ecom Express,Ranchi,2026-03-02,2026-03-05,Delivered Late,2
11263,11263,Xpressbees,Nashik,2026-03-03,2026-03-05,Delivered,3
11264,11264,Delhivery,Chandigarh,2026-02-05,,In Transit,7
11265,11265,DTDC,Guwahati,2025-11-08,2025-11-11,Delivered Late,2
11266,11266,DTDC,Pune,2025-11-26,2025-12-01,Delivered Late,5
11267,11267,Bluedart,Nashik,2026-05-01,2026-05-03,Delivered,2
11268,11268,Ecom Express,Kolkata,2024-10-16,2024-10-22,Delivered,7
11269,11269,DTDC,Lucknow,2025-06-16,2025-06-21,Delivered,6
11270,11270,DTDC,Kolkata,,,Not Shipped,5
11271,11271,DTDC,Lucknow,2025-01-29,2025-01-31,Delivered,3
11272,11272,Bluedart,Chennai,,,Processing,5
11273,11273,Xpressbees,Ahmedabad,2026-06-06,2026-06-10,Delivered Late,4
11274,11274,Bluedart,Chandigarh,2025-09-09,2025-09-15,Delivered,6
11275,11275,Xpressbees,Ahmedabad,2026-01-11,2026-01-16,Returned,4
11276,11276,Ekart Logistics,Vadodara,2026-01-23,2026-01-27,Delivered,4
11277,11277,Delhivery,Coimbatore,2025-03-24,,In Transit,7
11278,11278,Ekart Logistics,Kolkata,2024-10-29,2024-11-02,Delivered Late,2
11279,11279,Ecom Express,Hyderabad,2026-04-25,2026-05-02,Delivered Late,4
11280,11280,Ekart Logistics,Pune,,,Not Shipped,5
11281,11281,Bluedart,Jaipur,2025-08-30,2025-09-04,Delivered Late,3
11282,11282,Ecom Express,Mumbai,2026-03-19,2026-03-22,Delivered Late,3
11283,11283,Ekart Logistics,Guwahati,2025-06-15,2025-06-21,Delivered,6
11284,11284,Xpressbees,Lucknow,2026-07-31,,In Transit,6
11285,11285,Ekart Logistics,Indore,2023-12-21,2023-12-23,Delivered,3
11286,11286,Xpressbees,Chandigarh,2026-02-21,,In Transit,6
11287,11287,DTDC,Vadodara,2024-05-19,2024-05-25,Delivered Late,5
11288,11288,Bluedart,Vadodara,2025-09-10,2025-09-13,Delivered Late,3
11289,11289,Ecom Express,Bengaluru,2026-04-04,2026-04-10,Returned,6
11290,11290,Delhivery,Chennai,2025-03-09,2025-03-10,Delivered,2
11291,11291,Xpressbees,Patna,2025-08-30,2025-09-03,Delivered Late,2
11292,11292,Delhivery,Jaipur,2025-02-14,,In Transit,6
11293,11293,Ekart Logistics,Nagpur,2025-10-23,2025-10-29,Delivered Late,6
11294,11294,Xpressbees,Pune,2026-01-18,2026-01-22,Delivered,5
11295,11295,Delhivery,Ranchi,2025-03-07,2025-03-14,Delivered,7
11296,11296,Bluedart,Delhi,2025-03-19,2025-03-22,Delivered,4
11297,11297,Bluedart,Delhi,2026-05-04,2026-05-07,Delivered,3
11298,11298,Ekart Logistics,Bengaluru,2026-05-05,2026-05-08,Delivered,3
11299,11299,Ecom Express,Thiruvananthapuram,2026-06-10,2026-06-15,Delivered,5
11300,11300,DTDC,Mysuru,2026-02-07,2026-02-09,Delivered,3
11301,11301,Bluedart,Nashik,2025-11-30,2025-12-04,Delivered,5
11302,11302,Xpressbees,Guwahati,2025-11-06,2025-11-13,Delivered Late,5
11303,11303,Delhivery,Kanpur,,,Not Shipped,3
11304,11304,Ekart Logistics,Chandigarh,,,Not Shipped,5
11305,11305,DTDC,Pune,2025-12-13,2025-12-16,Delivered,3
11306,11306,DTDC,Chennai,2025-09-28,2025-09-30,Returned,2
11307,11307,Delhivery,Bengaluru,2026-03-01,2026-03-09,Delivered Late,6
11308,11308,Ekart Logistics,Kochi,2026-07-28,2026-08-02,Delivered Late,5
11309,11309,Delhivery,Delhi,2026-03-02,2026-03-11,Delivered Late,7
11310,11310,Bluedart,Amritsar,2026-02-16,2026-02-17,Delivered,2
11311,11311,Ecom Express,Kolkata,2026-05-24,2026-05-28,Returned,2
11312,11312,Delhivery,Indore,2025-07-07,2025-07-13,Delivered,6
11313,11313,Bluedart,Delhi,2026-03-20,2026-03-26,Delivered Late,5
11314,11314,Delhivery,Mumbai,2026-04-21,2026-04-27,Delivered Late,6
11315,11315,Ecom Express,Guwahati,,,Processing,2
11316,11316,DTDC,Chennai,2026-04-21,,In Transit,7
11317,11317,Xpressbees,Hyderabad,2025-08-16,2025-08-23,Delivered Late,4
11318,11318,DTDC,Kanpur,2025-03-20,2025-03-26,Delivered,7
11319,11319,Bluedart,Coimbatore,2026-03-08,2026-03-11,Delivered Late,2
11320,11320,Bluedart,Ranchi,2026-05-02,2026-05-07,Delivered,6
11321,11321,DTDC,Nashik,2026-01-07,2026-01-16,Delivered Late,7
11322,11322,Delhivery,Surat,2025-06-13,2025-06-19,Delivered Late,4
11323,11323,Ekart Logistics,Mumbai,2025-11-10,2025-11-13,Delivered Late,2
11324,11324,Delhivery,Vadodara,2026-05-23,2026-05-26,Delivered Late,3
11325,11325,Ekart Logistics,Mysuru,2025-04-24,2025-04-25,Delivered,2
11326,11326,Xpressbees,Bengaluru,2025-04-11,2025-04-15,Delivered,5
11327,11327,Xpressbees,Patna,2025-12-02,2025-12-04,Delivered,3
11328,11328,Delhivery,Patna,2025-02-04,2025-02-12,Returned,7
11329,11329,Ekart Logistics,Ranchi,2025-11-01,2025-11-08,Delivered,7
11330,11330,Bluedart,Delhi,,,Not Shipped,7
11331,11331,Bluedart,Bhubaneswar,2026-01-12,2026-01-16,Delivered Late,2
11332,11332,Delhivery,Hyderabad,2025-12-13,2025-12-18,Delivered,5
11333,11333,Delhivery,Kanpur,2025-12-21,2025-12-23,Delivered,3
11334,11334,Ekart Logistics,Kanpur,2025-10-02,2025-10-04,Delivered Late,2
11335,11335,Ekart Logistics,Jaipur,2025-03-10,2025-03-15,Delivered Late,4
11336,11336,Bluedart,Indore,2024-01-11,2024-01-13,Delivered,2
11337,11337,DTDC,Kochi,2026-02-18,,In Transit,3
11338,11338,Ekart Logistics,Kanpur,2025-02-19,2025-02-25,Delivered Late,4
11339,11339,Delhivery,Mumbai,2025-10-08,2025-10-13,Delivered Late,4
11340,11340,Ekart Logistics,Kolkata,2025-02-12,2025-02-19,Delivered Late,6
11341,11341,Xpressbees,Hyderabad,2026-03-20,2026-03-25,Delivered,5
11342,11342,Xpressbees,Bhubaneswar,2026-02-26,2026-03-01,Delivered,4
11343,11343,Ekart Logistics,Delhi,2025-04-11,2025-04-14,Delivered Late,3
11344,11344,Xpressbees,Nagpur,2026-01-29,2026-02-04,Delivered,7
11345,11345,Ekart Logistics,Nagpur,2024-11-05,2024-11-10,Delivered Late,2
11346,11346,Delhivery,Hyderabad,2025-03-22,2025-03-30,Delivered Late,7
11347,11347,Ecom Express,Nagpur,2026-02-13,,In Transit,7
11348,11348,Bluedart,Bengaluru,2025-01-12,2025-01-18,Delivered,6
11349,11349,DTDC,Kolkata,2025-06-28,2025-06-30,Delivered Late,2
11350,11350,Xpressbees,Coimbatore,2026-07-12,2026-07-17,Delivered,5
11351,11351,Xpressbees,Bhubaneswar,2025-12-27,2026-01-01,Delivered,5
11352,11352,Bluedart,Kanpur,2025-05-07,2025-05-12,Delivered,6
11353,11353,DTDC,Vadodara,2025-11-01,2025-11-05,Delivered,4
11354,11354,DTDC,Guwahati,2026-01-28,2026-02-04,Delivered,7
11355,11355,Delhivery,Surat,2026-08-19,2026-08-26,Delivered,7
11356,11356,Xpressbees,Kochi,2025-12-02,2025-12-07,Delivered Late,4
11357,11357,Ekart Logistics,Bhopal,2026-06-13,2026-06-19,Delivered Late,5
11358,11358,Bluedart,Coimbatore,2026-04-13,,In Transit,2
11359,11359,Delhivery,Delhi,2025-09-07,2025-09-10,Delivered,4
11360,11360,Ekart Logistics,Pune,2026-06-14,2026-06-18,Delivered,4
11361,11361,Ekart Logistics,Nashik,2025-08-13,2025-08-15,Delivered,2
11362,11362,DTDC,Mumbai,2026-01-01,,In Transit,5
11363,11363,Ekart Logistics,Pune,2026-07-09,2026-07-10,Delivered,2
11364,11364,DTDC,Ranchi,,,Not Shipped,7
11365,11365,Bluedart,Ahmedabad,2026-07-31,2026-08-02,Delivered,2
11366,11366,Xpressbees,Chandigarh,2024-09-30,2024-10-04,Delivered Late,2
11367,11367,DTDC,Mumbai,2025-12-31,2026-01-01,Delivered,2
11368,11368,Xpressbees,Ranchi,2025-03-05,2025-03-08,Delivered,4
11369,11369,Delhivery,Nagpur,2026-02-25,2026-02-26,Delivered,2
11370,11370,DTDC,Vadodara,,,Not Shipped,2
11371,11371,DTDC,Lucknow,2024-11-20,2024-11-27,Delivered Late,4
11372,11372,Delhivery,Kochi,,,Processing,5
11373,11373,DTDC,Mumbai,2025-12-31,2026-01-03,Delivered,4
11374,11374,Ecom Express,Chennai,2026-02-04,2026-02-10,Delivered,7
11375,11375,Delhivery,Nashik,2025-07-16,2025-07-23,Delivered Late,6
11376,11376,DTDC,Indore,2024-09-02,2024-09-09,Delivered,7
11377,11377,Bluedart,Mysuru,2024-10-27,2024-11-01,Delivered Late,4
11378,11378,Bluedart,Chennai,,,Processing,4
11379,11379,DTDC,Amritsar,2025-12-08,2025-12-10,Delivered,3
11380,11380,Ekart Logistics,Mysuru,2026-03-22,2026-03-27,Delivered,6
11381,11381,Xpressbees,Kanpur,2025-02-01,2025-02-03,Delivered,2
11382,11382,Ecom Express,Kanpur,2025-09-21,2025-09-23,Delivered,2
11383,11383,Ecom Express,Ranchi,2025-04-26,2025-04-28,Delivered,3
11384,11384,Ecom Express,Nagpur,2026-04-01,2026-04-04,Delivered Late,3
11385,11385,Ekart Logistics,Vadodara,2026-02-08,2026-02-11,Delivered Late,2
11386,11386,Delhivery,Mumbai,,,Not Shipped,6
11387,11387,Ecom Express,Kolkata,2025-01-05,2025-01-07,Delivered,3
11388,11388,DTDC,Bhopal,,,Not Shipped,7
11389,11389,Ecom Express,Guwahati,2025-09-18,2025-09-24,Delivered,6
11390,11390,Ekart Logistics,Kolkata,,,Not Shipped,3
11391,11391,Ekart Logistics,Hyderabad,2024-09-30,2024-10-03,Delivered,4
11392,11392,Delhivery,Nagpur,2025-11-05,2025-11-09,Delivered Late,4
11393,11393,Delhivery,Kolkata,2025-02-13,2025-02-21,Delivered Late,7
11394,11394,Xpressbees,Surat,2026-07-12,2026-07-18,Delivered,6
11395,11395,Bluedart,Surat,2025-10-06,,In Transit,5
11396,11396,Delhivery,Pune,2026-06-16,2026-06-21,Delivered,5
11397,11397,Xpressbees,Pune,2025-11-08,2025-11-11,Delivered Late,3
11398,11398,Xpressbees,Ranchi,2025-12-17,2025-12-21,Delivered,5
11399,11399,DTDC,Nashik,2026-08-18,2026-08-24,Delivered Late,5
11400,11400,Xpressbees,Lucknow,2025-06-01,2025-06-06,Delivered,6
11401,11401,Delhivery,Chandigarh,2026-02-18,2026-02-22,Delivered Late,4
11402,11402,Delhivery,Patna,2024-07-04,2024-07-06,Delivered,2
11403,11403,Delhivery,Delhi,2026-03-23,2026-03-27,Delivered,4
11404,11404,Xpressbees,Mysuru,2024-11-08,2024-11-14,Delivered,6
11405,11405,Ecom Express,Vadodara,2025-02-16,2025-02-23,Delivered,7
11406,11406,DTDC,Mysuru,2025-01-31,2025-02-07,Delivered Late,6
11407,11407,Delhivery,Hyderabad,2025-06-29,2025-07-03,Delivered,4
11408,11408,DTDC,Pune,2024-10-06,2024-10-13,Delivered Late,6
11409,11409,Ecom Express,Nagpur,2026-01-16,2026-01-20,Delivered Late,3
11410,11410,Ecom Express,Surat,2026-02-13,2026-02-16,Delivered,4
11411,11411,Ekart Logistics,Bengaluru,2026-02-04,2026-02-06,Delivered Late,2
11412,11412,DTDC,Bhubaneswar,,,Processing,2
11413,11413,Bluedart,Hyderabad,2025-03-09,2025-03-12,Delivered,3
11414,11414,Bluedart,Bhubaneswar,2026-06-18,2026-06-21,Delivered Late,2
11415,11415,Delhivery,Jaipur,2025-09-25,2025-09-30,Delivered Late,4
11416,11416,Xpressbees,Kolkata,2024-12-24,2024-12-27,Delivered,4
11417,11417,Delhivery,Amritsar,2025-11-01,2025-11-04,Delivered,4
11418,11418,Xpressbees,Nagpur,2025-11-25,2025-11-27,Delivered,2
11419,11419,Xpressbees,Chennai,2025-07-15,,In Transit,5
11420,11420,Ekart Logistics,Vadodara,2025-04-12,2025-04-22,Delivered Late,7
11421,11421,Ekart Logistics,Indore,2025-02-01,2025-02-04,Delivered,3
11422,11422,Xpressbees,Patna,2025-12-29,2026-01-05,Delivered,7
11423,11423,DTDC,Nagpur,2026-07-03,2026-07-07,Delivered Late,4
11424,11424,DTDC,Mumbai,,,Not Shipped,4
11425,11425,Bluedart,Surat,2024-10-31,2024-11-04,Delivered,4
11426,11426,DTDC,Bengaluru,2025-09-25,2025-10-01,Delivered,6
11427,11427,Bluedart,Pune,2026-03-26,2026-03-31,Delivered,5
11428,11428,DTDC,Nashik,2025-01-12,2025-01-14,Delivered,3
11429,11429,DTDC,Bengaluru,2025-08-07,2025-08-08,Delivered,2
11430,11430,Delhivery,Chandigarh,2025-01-01,2025-01-07,Delivered,6
11431,11431,DTDC,Jaipur,2026-02-17,2026-02-24,Delivered Late,6
11432,11432,Ecom Express,Chennai,2025-01-02,,In Transit,3
11433,11433,Delhivery,Kanpur,2026-02-17,2026-02-25,Delivered Late,6
11434,11434,Delhivery,Ranchi,2026-03-23,2026-03-29,Returned,4
11435,11435,Bluedart,Hyderabad,2025-12-29,2026-01-06,Delivered Late,7
